Iterations,MAE,RMSE,MAPE,MSE,input_window_size,horizon,stride
0,14.486496352236129,18.442442560934328,inf,340.123687613362,90,35,10
10,13.350545106082862,18.826753621288216,inf,354.44665191668895,90,35,10
20,12.592501171736155,18.443420507663895,inf,340.1597600225171,90,35,10
30,17.763677531738253,22.54988529419133,inf,508.4973267811864,90,35,10
40,14.1381776867044,20.253767865152344,inf,410.2151127354777,90,35,10
50,11.713717856340962,19.62494718586912,inf,385.1385520481524,90,35,10
60,15.372761833376718,22.60014989799801,inf,510.76677541197944,90,35,10
70,18.752608993818928,27.663415150282514,inf,765.26453777688,90,35,10
80,21.62450851162896,29.682085981562288,inf,881.0262282168566,90,35,10
90,21.009523956148072,27.199396562144287,inf,739.8071733447864,90,35,10
100,17.901482576915217,23.48921341871933,inf,551.7431470301443,90,35,10
110,17.756846569792696,22.717495967311283,inf,516.0846230248044,90,35,10
120,14.814277949850764,20.92019803193864,inf,437.65468569552934,90,35,10
130,17.230983380839785,23.82781511701423,inf,567.7647732506118,90,35,10
140,15.494699488590488,20.498714344641353,inf,420.1972897832051,90,35,10
150,21.70033792184524,27.054506353952977,inf,731.946314056082,90,35,10
160,19.989920029327788,26.17130666122449,inf,684.9372923558535,90,35,10
170,22.543540757905358,28.84016517492601,inf,831.7551273170151,90,35,10
180,16.853957026257852,22.511631447151203,inf,506.7735504123669,90,35,10
190,21.914179116042213,28.14926400414145,inf,792.3810639748535,90,35,10
200,26.36797892106746,33.76293181186655,inf,1139.9355645327503,90,35,10
210,28.98662099870663,36.79761909668193,inf,1354.0647711844906,90,35,10
220,32.65148540528126,40.76262327036073,inf,1661.591455881354,90,35,10
230,24.841053944763267,33.13596964121205,inf,1097.9924840633269,90,35,10
240,30.74924477654049,39.72502615035502,inf,1578.07770264639,90,35,10
250,32.38414607763675,42.533620567394685,inf,1809.1088785711001,90,35,10
260,28.92333239875133,38.49788227967298,inf,1482.0869400195586,90,35,10
270,21.867534479203506,29.8360759564544,inf,890.1914284793164,90,35,10
280,26.471121397811103,34.92484289509088,inf,1219.74465124678,90,35,10
