Iterations,MAE,RMSE,MAPE,MSE,input_window_size,horizon,stride
0,21.078960295048887,28.205190195073342,inf,795.5327539402614,30,30,10
10,19.50678465649456,28.827266676632714,inf,831.0113040456989,30,30,10
20,23.299272299324514,31.454671665219546,inf,989.3963695667654,30,30,10
30,13.227778560522852,17.989758035810624,inf,323.631394187013,30,30,10
40,18.236538537427112,23.393397080390393,inf,547.2510269608179,30,30,10
50,20.630062895974845,25.533613227704777,inf,651.9654044620204,30,30,10
60,14.073946417736375,17.840401860626656,inf,318.27993854865105,30,30,10
70,10.193349617386104,13.507246387004395,inf,182.4457049592433,30,30,10
80,12.357219528777883,18.53957349556767,inf,343.7157853975552,30,30,10
90,16.946346017229946,22.107123337011963,inf,488.724902237859,30,30,10
100,14.420500754516706,20.948207831969764,inf,438.8274113713993,30,30,10
110,9.880410848656279,16.199301640235866,inf,262.4173736313485,30,30,10
120,13.71889702702064,21.5515103712921,inf,464.4675992839109,30,30,10
130,18.352739933110758,27.85751465753098,inf,776.0411228945535,30,30,10
140,18.343850516240103,27.19429000037403,inf,739.5294086244429,30,30,10
150,21.116056226252915,27.473586954037764,inf,754.7979801210739,30,30,10
160,15.539036973977609,19.842615663087862,inf,393.72939635301975,30,30,10
170,17.970539036378025,23.04484775497201,inf,531.0650080498385,30,30,10
180,14.387754883355429,20.69411861774816,inf,428.246545365431,30,30,10
190,15.612620620722314,22.632993294946445,inf,512.2523854890908,30,30,10
200,14.349920865575463,18.85534011359684,inf,355.523850799414,30,30,10
210,19.174584418039686,25.04771433024765,inf,627.3879931696935,30,30,10
220,19.427403737361473,25.560570666288324,inf,653.3427727863192,30,30,10
230,21.182937498818376,27.869903215328005,inf,776.7315052317502,30,30,10
240,15.418208701544081,20.368419492153457,inf,414.87251260833693,30,30,10
250,20.638789625650098,26.17319215901611,inf,685.0359877927824,30,30,10
260,23.38975624752341,30.398337950347166,inf,924.0589501435167,30,30,10
270,28.110751894348216,35.46549132262566,inf,1257.801074755236,30,30,10
280,27.876830630296812,36.15641249674177,inf,1307.2861646345445,30,30,10
290,23.565890439589136,31.47520751170717,inf,990.6886879050275,30,30,10
300,28.171729589463926,37.35649063867689,inf,1395.5073928375539,30,30,10
310,31.926925926478948,42.07016268160172,inf,1769.8985880564344,30,30,10
320,28.051829994164567,37.536054491000186,inf,1408.9553867513353,30,30,10
330,17.950959825041746,24.750265957893976,inf,612.5756649864854,30,30,10
340,25.201345195593206,33.219503775953655,inf,1103.535431120599,30,30,10
350,26.56431421099881,33.97035529894426,inf,1153.9850391365107,30,30,10
