Iterations,MAE,RMSE,MAPE,MSE,input_window_size,horizon,stride
0,20.65722023183663,29.649635484651427,inf,879.100884372701,45,30,15
15,13.227778560522852,17.989758035810624,inf,323.631394187013,45,30,15
30,19.1798155725704,24.823705927110023,inf,616.2163759556373,45,30,15
45,14.073946417736375,17.840401860626656,inf,318.27993854865105,45,30,15
60,10.635156814528562,17.11497387880415,inf,292.92233087214834,45,30,15
75,16.946346017229946,22.107123337011963,inf,488.724902237859,45,30,15
90,10.417039838308765,12.654197746231013,inf,160.12872060071805,45,30,15
105,13.71889702702064,21.5515103712921,inf,464.4675992839109,45,30,15
120,20.481127363864438,29.64153862139356,inf,878.6208118435661,45,30,15
135,21.116056226252915,27.473586954037764,inf,754.7979801210739,45,30,15
150,17.93971032009147,23.406378198923715,inf,547.8585403910514,45,30,15
165,14.387754883355429,20.69411861774816,inf,428.246545365431,45,30,15
180,11.448071714874697,15.772110927565677,inf,248.75948311143665,45,30,15
195,19.174584418039686,25.04771433024765,inf,627.3879931696935,45,30,15
210,20.358089218347875,26.614146088499993,inf,708.3127720200196,45,30,15
225,15.418208701544081,20.368419492153457,inf,414.87251260833693,45,30,15
240,20.584903074465917,26.782411226106518,inf,717.2975510842765,45,30,15
255,28.110751894348216,35.46549132262566,inf,1257.801074755236,45,30,15
270,30.982290843665332,39.61781207062127,inf,1569.5710332630645,45,30,15
285,28.171729589463926,37.35649063867689,inf,1395.5073928375539,45,30,15
300,24.397832739832282,34.419579324612215,inf,1184.7074408832727,45,30,15
315,17.950959825041746,24.750265957893976,inf,612.5756649864854,45,30,15
330,27.425081390715903,34.95645605104752,inf,1221.9538196488165,45,30,15
