Iterations,MAE,RMSE,MAPE,MSE,input_window_size,horizon,stride
0,14.488448124754916,34.670355561329565,inf,1202.033554749016,45,15,10
10,16.807106755708666,20.217358238471295,inf,408.7415741426831,45,15,10
20,11.520687455754588,13.06146264614839,inf,170.60180645672972,45,15,10
30,7.944852006179772,9.108644591381937,inf,82.96740629211142,45,15,10
40,7.13055193946397,8.307367390200405,inf,69.01235295576507,45,15,10
50,7.055182858705166,7.991949665296003,inf,63.87125945262489,45,15,10
60,17.753686242214012,21.056572566403176,inf,443.3792482442028,45,15,10
70,8.234781315904959,9.434602250615312,inf,89.01171962731549,45,15,10
80,13.328117101528246,28.125551739238574,inf,791.0466606365859,45,15,10
90,10.265048201601557,12.286238641222756,inf,150.9516599490752,45,15,10
100,6.872622560581716,8.014831588517533,inf,64.23752539229847,45,15,10
110,14.21916228874669,27.306486140159627,inf,745.6441853227298,45,15,10
120,63.04038454380134,77.87624039206516,inf,6064.708817602721,45,15,10
130,52.930559413103396,54.65070290505608,inf,2986.6993280167053,45,15,10
140,11.288074567569122,20.38264538593944,inf,415.4522329289584,45,15,10
150,10.248221071439616,12.616518429909283,inf,159.1765372922406,45,15,10
160,14.886468482960227,15.934337064772995,inf,253.90309769379846,45,15,10
170,14.985988849482847,25.994306313020797,inf,675.7039606951528,45,15,10
180,8.285584349678798,11.278316175655412,inf,127.20041575805054,45,15,10
190,6.046400993105701,6.7675867070214775,inf,45.800229837053806,45,15,10
200,4.443369217031891,5.58539570814427,inf,31.19664521655644,45,15,10
210,12.410095658261556,26.864376600763418,inf,721.694730147645,45,15,10
220,13.489954391325977,27.081042506450807,inf,733.3828632361955,45,15,10
230,8.561763476834301,11.435287198506476,inf,130.76579331232608,45,15,10
240,8.302328936598506,9.577975267096422,inf,91.73761021711076,45,15,10
250,7.786298653264479,10.924465529891169,inf,119.34394711378035,45,15,10
260,14.27357255815778,30.955705284800985,inf,958.2556896794557,45,15,10
270,14.888497607005764,31.153553513138885,inf,970.5438964960081,45,15,10
280,11.097595370338043,15.163976016754507,inf,229.9461686367059,45,15,10
290,14.3463632949678,30.461628298611004,inf,927.9107986027386,45,15,10
300,18.960285914099966,36.55694709726527,inf,1336.4103810722518,45,15,10
310,19.40481987216327,37.325801174652604,inf,1393.2154333296978,45,15,10
320,11.210333963003077,12.706498087481332,inf,161.45509364716676,45,15,10
330,12.476448171379822,14.091796958402712,inf,198.5787415168479,45,15,10
340,10.86955874418647,12.472315951913052,inf,155.55866520434478,45,15,10
350,7.715380834845009,9.325524929086788,inf,86.96541520301912,45,15,10
