Iterations,MAE,RMSE,MAPE,MSE,input_window_size,horizon,stride
0,6.680716197658274,7.643233551265361,inf,58.419019119188505,90,15,5
5,6.638614888738305,7.558017594410829,inf,57.12362995742366,90,15,5
10,12.969886912316651,16.255704695958908,inf,264.24793516222053,90,15,5
15,19.13541025853492,22.346178766885476,inf,499.35170548160323,90,15,5
20,16.23568281556737,18.51627789385732,inf,342.85254704254936,90,15,5
25,8.976759471983307,10.565482194792011,inf,111.62941400846701,90,15,5
30,13.056104830946412,28.072183732365115,inf,788.0474995036645,90,15,5
35,14.87975547604264,29.383940576969266,inf,863.4159638308608,90,15,5
40,14.53152907451548,28.642649559644447,inf,820.4013737966003,90,15,5
45,12.066444259072208,14.015496158458477,inf,196.43413256776432,90,15,5
50,5.576903915599906,6.596485357382793,inf,43.513619070165596,90,15,5
55,7.9102545577343815,8.935613669601434,inf,79.845191652368,90,15,5
60,6.909766524391368,7.737879584799494,inf,59.87478046885679,90,15,5
65,14.857498742662061,26.98520508831869,inf,728.2012936586209,90,15,5
70,31.216772930893487,51.62614222777197,inf,2665.2585613221404,90,15,5
75,63.31602532084181,77.74799789568107,inf,6044.751176786828,90,15,5
80,101.79435410969491,106.75441105454117,inf,11396.504279601942,90,15,5
85,51.70965645764399,52.93812076101258,inf,2802.444629707551,90,15,5
90,16.33667512393745,22.305363188458834,inf,497.5292269690544,90,15,5
95,10.988271824400744,20.75277772348779,inf,430.677783240491,90,15,5
100,12.25672472114288,17.10653551855334,inf,292.63355744752704,90,15,5
105,9.273090645265002,11.4608737917233,inf,131.35162806981,90,15,5
110,9.987077593653503,12.482937213584039,inf,155.82372147828124,90,15,5
115,13.462963932198669,14.45441939899365,inf,208.93024016200397,90,15,5
120,14.566750366925303,25.904622303496474,inf,671.0494566868069,90,15,5
125,14.377317147394484,25.98017275701138,inf,674.9693764841563,90,15,5
130,14.210301902852706,25.23171172856627,inf,636.6392767534687,90,15,5
135,7.2248127785851715,10.117957988917663,inf,102.37307386550277,90,15,5
140,9.875669660452521,10.387203717362281,inf,107.89400106598478,90,15,5
145,6.942195113340109,8.207591768266548,inf,67.36456263451679,90,15,5
150,5.231270882024668,6.582480905124867,inf,43.329054866333486,90,15,5
155,5.13891733593914,6.209950943699754,inf,38.563490723157464,90,15,5
160,6.16223432663653,7.487893080849769,inf,56.06854279023784,90,15,5
165,12.951492203926978,27.05996814818179,inf,732.2418761806131,90,15,5
170,13.483474116303572,27.427406052769985,inf,752.2626027835237,90,15,5
175,13.356105452853585,27.504775835611284,inf,756.5126937672264,90,15,5
180,13.633219404809234,16.101610640848627,inf,259.26186522948973,90,15,5
185,7.888125536599549,10.83096425759779,inf,117.30978674936085,90,15,5
190,7.151423462031006,9.516656866369788,inf,90.56675791222322,90,15,5
195,7.36282789103197,8.767258461167376,inf,76.86482092491094,90,15,5
200,7.38525472015874,8.83064816966644,inf,77.98034709643323,90,15,5
205,7.984916315877854,9.941598470200192,inf,98.83538014268682,90,15,5
210,7.737897900512037,9.182515231929857,inf,84.31858598462385,90,15,5
215,15.849779443281992,30.353755707438562,inf,921.3504855468592,90,15,5
220,16.993243619563245,33.002487648346296,inf,1089.1641909792497,90,15,5
225,15.872797357782535,31.820898892640937,inf,1012.5696063356772,90,15,5
230,31.076439525771097,33.19910134734114,inf,1102.1803302710284,90,15,5
235,11.064045422845743,13.726322398593398,inf,188.41192659012682,90,15,5
240,14.89996442479758,30.230651312809155,inf,913.8922787966499,90,15,5
245,14.15303647417072,31.158231839663415,inf,970.835411374215,90,15,5
250,14.533522987850006,30.03549390631298,inf,902.130894196164,90,15,5
255,17.954496958333106,35.67688182321748,inf,1272.8398966278257,90,15,5
260,16.213109221678955,35.07630898840283,inf,1230.3474522499093,90,15,5
265,17.710728891366777,36.38718985703552,inf,1324.0275856919486,90,15,5
270,14.042724406420069,18.03506265138172,inf,325.26348483926375,90,15,5
275,11.03181486854654,12.318522614434007,inf,151.74599940232207,90,15,5
280,12.15294958595416,13.848757336750735,inf,191.7880797722073,90,15,5
285,11.791799255422157,13.308516274601326,inf,177.11660543132834,90,15,5
290,11.704102243006473,13.303824660095994,inf,176.9917505865783,90,15,5
295,10.446713858888192,12.08109668349868,inf,145.9528970760428,90,15,5
300,8.87027612113189,10.6252486863279,inf,112.89590964631279,90,15,5
305,8.662551336629795,10.03405227095468,inf,100.68220497625079,90,15,5
