Iterations,MAE,RMSE,MAPE,MSE,input_window_size,horizon,stride
0,9.475739228725434,12.355821307065257,inf,152.6663201721278,30,15,10
10,22.311265858014426,38.384468678044804,inf,1473.3674356958024,30,15,10
20,13.732489961385728,32.410752182416275,inf,1050.4568570300014,30,15,10
30,13.768248059352238,23.39798947522382,inf,547.4659114826846,30,15,10
40,11.088546891510486,21.06144135683465,inf,443.58431202738495,30,15,10
50,3.462757463256517,5.099469705763075,inf,26.004591279995335,30,15,10
60,6.007912445068359,8.573511028821327,inf,73.50509136132094,30,15,10
70,11.894245925794044,18.217377037490134,inf,331.8728261260728,30,15,10
80,17.24253338177999,21.508729270823903,inf,462.6254348455969,30,15,10
90,10.913048029209797,22.04446300471254,inf,485.9583491661399,30,15,10
100,15.118375166753928,29.098063164976605,inf,846.6972799529683,30,15,10
110,4.3432340572277734,7.068742658481127,inf,49.96712277183082,30,15,10
120,4.098596291740733,4.940811415906205,inf,24.411617447549073,30,15,10
130,13.354496632019679,27.59372268471427,inf,761.4135316009148,30,15,10
140,13.464214320480824,25.444809875729405,inf,647.4383496120166,30,15,10
150,13.98618642091751,24.198290485091597,inf,585.5572624008746,30,15,10
160,14.300171134869254,22.705122816138857,inf,515.5226020959493,30,15,10
170,6.594541859626768,10.660023963039142,inf,113.63611089256874,30,15,10
180,11.222014101346334,26.780366493544633,inf,717.1880295285681,30,15,10
190,8.124899502967796,24.624511959501557,inf,606.3665892436352,30,15,10
200,2.7812055289745348,4.283387286098444,inf,18.347406642709796,30,15,10
210,9.279927541812262,14.491363534409924,inf,209.9996170864257,30,15,10
220,6.921841694911321,12.431596443731491,inf,154.54459013979746,30,15,10
230,10.040372681617741,26.9613323084003,inf,726.91343984399,30,15,10
240,4.875175695617996,6.887896092882743,inf,47.44311258634936,30,15,10
250,4.519132003188133,5.579305386277032,inf,31.128648593339904,30,15,10
260,9.618356414635976,18.205657078498465,inf,331.44594965988125,30,15,10
270,10.724273624022802,20.166261430440596,inf,406.678100080876,30,15,10
280,11.235642898082734,27.92000524905948,inf,779.5266931075089,30,15,10
290,7.820681751271087,13.137444803470519,inf,172.59245596423455,30,15,10
300,15.352743081996838,33.369488935797,inf,1113.5227918362784,30,15,10
310,14.969682643314203,35.616379163227826,inf,1268.5264646988094,30,15,10
320,20.13471771279971,38.62594128966561,inf,1491.9633405126947,30,15,10
330,13.021725217501322,26.635618425253156,inf,709.4561688956854,30,15,10
340,18.22054473956426,29.55983110496233,inf,873.7836149538986,30,15,10
350,4.890493290623029,6.940335717426181,inf,48.16825987058158,30,15,10
360,8.95821098635594,12.60227753755914,inf,158.81739913366766,30,15,10
