Iterations,MAE,RMSE,MAPE,MSE,input_window_size,horizon,stride
0,10.441094902636749,14.9129953020682,inf,222.39742887950823,90,35,5
5,13.06514070204326,20.369224371520122,inf,414.9053014973293,90,35,5
10,17.16485514438578,27.075140336371284,inf,733.0632242341993,90,35,5
15,17.16460064308984,25.783884132339722,inf,664.8086809499201,90,35,5
20,16.433425161987543,23.351449391408448,inf,545.2901886795099,90,35,5
25,10.59506470475878,20.382402934793717,inf,415.4423493962875,90,35,5
30,9.296905764624745,17.50235745425912,inf,306.3325164566598,90,35,5
35,9.444563653639387,16.291538006835598,inf,265.41421062816886,90,35,5
40,11.45088603858437,20.673772844649857,inf,427.4048836321818,90,35,5
45,7.995687765734536,17.237703744199504,inf,297.13843037278957,90,35,5
50,10.238013990862031,22.46659682617069,inf,504.7479729497029,90,35,5
55,10.98296849748918,22.484998326718056,inf,505.57514975251377,90,35,5
60,10.152933560524666,22.51827752092929,inf,507.0728225095893,90,35,5
65,12.605216565914452,27.441249920787932,inf,753.0221972151437,90,35,5
70,13.006581294536591,26.002635542275886,inf,676.1370551444292,90,35,5
75,13.259796907007694,27.092645805932978,inf,734.0114567657379,90,35,5
80,15.558694391591208,25.117846057753805,inf,630.9061905810184,90,35,5
85,23.925265810904758,38.59130184381562,inf,1489.288578000487,90,35,5
90,13.282194340229033,19.89972463509719,inf,395.999040552694,90,35,5
95,9.386107804306913,18.69799227325344,inf,349.6149150506453,90,35,5
100,10.159896050606456,18.290481987326498,inf,334.54173132871506,90,35,5
105,9.012502472741263,18.466644336998673,inf,341.01695306920516,90,35,5
110,7.126949746268133,17.68404024374831,inf,312.7252793425098,90,35,5
115,9.670067517193301,19.57542777353936,inf,383.1973725170562,90,35,5
120,6.451612146411623,17.797453779452884,inf,316.7493610317617,90,35,5
125,5.394019842999324,16.09860088951859,inf,259.16495060000875,90,35,5
130,6.342861932250007,17.045207088995276,inf,290.53908470673485,90,35,5
135,4.522738669599805,6.754465920411077,inf,45.62280986999466,90,35,5
140,4.484280976653101,7.162929823516936,inf,51.30756365662835,90,35,5
145,6.783604121633939,19.064103127411588,inf,363.44002805258435,90,35,5
150,9.63753614851407,20.31694015002392,inf,412.77805705965403,90,35,5
155,7.975048299346652,17.271425126856077,inf,298.3021259125954,90,35,5
160,8.85420322247914,20.0478287109824,inf,401.91543602489025,90,35,5
165,9.778000653269038,18.38859258151876,inf,338.14033712908684,90,35,5
170,9.633738073866283,19.652828080688323,inf,386.23365156909153,90,35,5
175,8.737810322003705,19.99917891121167,inf,399.9671571226535,90,35,5
180,5.3751855756555305,7.591176545161876,inf,57.625961339815795,90,35,5
185,9.01289563909439,12.733182201375701,inf,162.13392897343095,90,35,5
190,8.214917434539114,11.459860389467021,inf,131.32840014607524,90,35,5
195,11.95773915999702,20.101967637144597,inf,404.0891028848087,90,35,5
200,14.683567065639155,22.42062798333605,inf,502.6845591671515,90,35,5
205,14.907522061892918,23.246847702383747,inf,540.4159280978245,90,35,5
210,17.055608496069908,26.77961697201374,inf,717.1478851677665,90,35,5
215,17.477180795584406,27.0052768502243,inf,729.2849777572603,90,35,5
220,13.132837995780365,26.201697262995857,inf,686.5289394616846,90,35,5
225,12.71383476087025,25.14717079621391,inf,632.3801990539538,90,35,5
230,11.40158073795693,20.33429030444144,inf,413.4833621853011,90,35,5
235,14.246034551944053,29.111724469519967,inf,847.4925015892476,90,35,5
240,16.292776591756514,34.297097513242996,inf,1176.2908978328987,90,35,5
245,14.9875464496868,33.40082485448471,inf,1115.6151009599637,90,35,5
250,17.193481911505973,34.00678972934118,inf,1156.4617476956246,90,35,5
255,16.24092925957271,29.552815807633806,inf,873.3689221599305,90,35,5
260,17.524929617172372,30.572914022664957,inf,934.7030718372635,90,35,5
265,14.357021986373834,27.576736435673688,inf,760.4763924426127,90,35,5
270,16.217832386493683,31.118534602734638,inf,968.363195821593,90,35,5
275,15.155962407695396,27.1833439822303,inf,738.9341900562563,90,35,5
280,15.755081495429788,24.133115071973236,inf,582.4072430771017,90,35,5
285,10.903794597515038,15.218527847772274,inf,231.60358985342017,90,35,5
