Iterations,MAE,RMSE,MAPE,MSE,input_window_size,horizon,stride
0,30.612762605425296,40.918482103463624,inf,1674.322177651473,30,30,10
10,20.83246696683721,31.554927012724267,inf,995.7134187783557,30,30,10
20,11.315832915135044,24.58991253052635,inf,604.6637982589368,30,30,10
30,15.139736216177596,23.186609799014878,inf,537.6188739717727,30,30,10
40,19.361962979335793,21.644527767364934,inf,468.4855822722316,30,30,10
50,8.300717176925783,16.34546817355415,inf,267.1743298126716,30,30,10
60,8.5039630934438,10.195401234220917,inf,103.94620632675338,30,30,10
70,11.246980485027395,15.17105944198399,inf,230.1610445922116,30,30,10
80,17.047447160485785,25.444062967321585,inf,647.4003402850257,30,30,10
90,19.178007300664223,23.737370338036225,inf,563.4627505650819,30,30,10
100,8.401042649675723,18.792936418781416,inf,353.1744592403608,30,30,10
110,10.218051990281655,20.68450315474936,inf,427.84867075883625,30,30,10
120,16.847545506652594,28.53143199003773,inf,814.0426114021484,30,30,10
130,17.56154541734382,32.103253573594294,inf,1030.6188900104946,30,30,10
140,25.088404726153854,31.20270441084836,inf,973.6087625507756,30,30,10
150,23.570843378837264,28.088634588535964,inf,788.971393048299,30,30,10
160,17.448586679080435,26.998434802754225,inf,728.9154817985706,30,30,10
170,19.42051009632311,34.864156967081705,inf,1215.5094410253116,30,30,10
180,25.329214117473498,30.96904055551656,inf,959.0814729292294,30,30,10
190,6.7037408923196535,18.25694650338773,inf,333.31609562756154,30,30,10
200,15.499462589415165,20.495450526518237,inf,420.0634922849566,30,30,10
210,10.262863341629986,22.23986384251201,inf,494.61154373347296,30,30,10
220,17.624271038344208,25.764263714630346,inf,663.7972847570178,30,30,10
230,8.60126322875941,19.729129298654314,inf,389.23854288302005,30,30,10
240,14.214806142007323,20.348173038496636,inf,414.04814600460145,30,30,10
250,19.754131577172085,27.368558433163066,inf,749.0379907094612,30,30,10
260,13.500015693129429,26.492264434579734,inf,701.8400748716982,30,30,10
270,11.712332896455159,21.75096676429755,inf,473.10455518157676,30,30,10
280,10.579759506849298,21.958973821400132,inf,482.19653128893634,30,30,10
290,30.295111391729822,35.80470688251176,inf,1281.977034942585,30,30,10
300,18.83911008680456,37.07327333702225,inf,1374.427595921565,30,30,10
310,23.11496421260508,39.9301017489551,inf,1594.4130256819074,30,30,10
320,20.346658252970713,32.46475910638664,inf,1053.960583835714,30,30,10
330,11.940199219691134,24.58964710056686,inf,604.6507445304162,30,30,10
340,26.233746635133667,28.049317094413333,inf,786.7641894629479,30,30,10
350,12.555462464245219,17.72195676985014,inf,314.06775175243723,30,30,10
