Iterations,MAE,RMSE,MAPE,MSE,input_window_size,horizon,stride
0,24.37569969111042,33.835046856797774,inf,1144.810395801701,45,30,10
10,11.384661268861555,15.211515293201847,inf,231.39019751531367,45,30,10
20,13.289573674752738,18.81942904408296,inf,354.1709095452732,45,30,10
30,8.800630667228429,12.694421347215037,inf,161.14833334062885,45,30,10
40,9.721300255289975,13.87164684798175,inf,192.42258627512203,45,30,10
50,12.149358418020286,16.802036189021422,inf,282.3084200971855,45,30,10
60,16.35461459237578,24.86225896757254,inf,618.1319209706412,45,30,10
70,11.067518882752221,20.357173966672704,inf,414.41453190937693,45,30,10
80,9.589356101611786,18.84363279296249,inf,355.08249683601144,45,30,10
90,19.25558356010164,21.212111764890697,inf,449.9536855262144,45,30,10
100,13.575877905504544,24.32201308041721,inf,591.5603202839859,45,30,10
110,11.118664735426542,24.634064243976365,inf,606.8371211763549,45,30,10
120,14.438992434851409,29.9168676426177,inf,895.0189695459059,45,30,10
130,27.0219547761699,31.366189667403056,inf,983.8378542515022,45,30,10
140,19.94949095798295,25.161702334313382,inf,633.1112643605915,45,30,10
150,12.49823160333037,23.796573916694218,inf,566.2769301726917,45,30,10
160,29.669401542309473,33.573235872515575,inf,1127.1621669515664,45,30,10
170,26.164601354470296,31.906747418059698,inf,1018.0405307998592,45,30,10
180,6.766536837154444,11.105453682471174,inf,123.33110149351255,45,30,10
190,15.401231122971346,19.667638932319875,inf,386.8160211721044,45,30,10
200,15.388269880769654,21.954634815550538,inf,482.00598988418386,45,30,10
210,9.083655705411749,20.40847123691114,inf,416.50569822782927,45,30,10
220,12.316579808479094,21.508934188913386,inf,462.63424994300715,45,30,10
230,8.138929683383129,13.719159897652766,inf,188.21534829736385,45,30,10
240,7.227214736322748,11.714820244139855,inf,137.23701335250897,45,30,10
250,14.0888271615788,25.362077917568417,inf,643.2349962968116,45,30,10
260,12.914257064022172,23.90684838301324,inf,571.5373996083828,45,30,10
270,14.603003367296512,30.831343146730656,inf,950.5717202314554,45,30,10
280,15.501074520737054,26.98884725221303,inf,728.3978760032868,45,30,10
290,13.948705191178892,34.02592359066609,inf,1157.7634761978472,45,30,10
300,15.993342377082602,30.35212652302013,inf,921.2515844694219,45,30,10
310,13.607141285219825,27.48640710308767,inf,755.5025754366684,45,30,10
320,13.321127374694093,21.42253414456131,inf,458.9249691748952,45,30,10
330,12.821733047451639,15.936636239758679,inf,253.97637463838964,45,30,10
