Iterations,MAE,RMSE,MAPE,MSE,input_window_size,horizon,stride
0,91.74273249308268,97.49756260965019,inf,9505.774714822659,30,15,15
15,77.3631991068522,85.05406399835161,,7234.193802635691,30,15,15
30,56.95453364054362,66.76852864124056,,4458.036416916162,30,15,15
45,43.68340021769206,53.159342788584155,,2825.915725714194,30,15,15
60,59.867001088460285,69.12878465926434,,4778.788868466941,30,15,15
75,61.84746831258138,66.95467163899323,inf,4482.928054285404,30,15,15
90,55.22540003458659,62.56842786411877,,3914.8081653874337,30,15,15
105,61.10539881388346,66.32985138182998,inf,4399.6491843356525,30,15,15
120,50.170999399820964,57.55942487095206,,3313.087391474774,30,15,15
135,33.71926701863607,44.04452519743967,,1939.9201998678977,30,15,15
150,30.379199981689453,39.295461494491505,,1544.1332940650648,30,15,15
165,50.52766799926758,59.143458335183816,,3497.948663845624,30,15,15
180,57.08146743774414,64.04855915000725,,4102.217929191977,30,15,15
195,59.71606725056966,65.49339518410366,inf,4289.384812741173,30,15,15
210,64.88273188273112,70.01200867807113,inf,4901.681359138306,30,15,15
225,52.403665924072264,61.01729025572846,,3723.1097101518158,30,15,15
240,42.14720026652018,51.823959836316554,,2685.722813116151,30,15,15
255,35.37540105183919,44.214458320830005,,1954.9183246044138,30,15,15
270,58.91233444213867,67.56700549136562,,4565.300231070231,30,15,15
285,73.34613469441732,80.80680544920195,,6529.739806905172,30,15,15
300,84.47606684366862,89.62984082973742,inf,8033.508367164065,30,15,15
315,85.99673283894857,91.26816807833401,inf,8329.878504375029,30,15,15
330,79.54099960327149,87.25847258674506,,7614.041038171738,30,15,15
345,63.45853500366211,74.55275244294258,,5558.11289681868,30,15,15
360,58.704734547932944,70.21358685728072,,4929.947779364904,30,15,15
